cbk91053,Sub-major choice (IT),cbk,24
cbk91054,Choice (No specified sub-major),cbk,24
cbk91055,Options (BIS),cbk,12
cbk91056,Options (Internetworking),cbk,12
cbk91057,Options (Data Analytics),cbk,12
cbk91058,Options (Multimedia),cbk,12
cbk91059,Options (Software development),cbk,12
cbk91060,Research Project choice,cbk,48
cbk91061,Major choice (IT),cbk,30
cbk91085,Internetworking choice,cbk,36
cbk91086,Research choice,cbk,6
cbk91087,Internetworking core options,cbk,6
cbk91732, Choice (Interaction Design),cbk,24
cbk91733,Graduate Research Project + Elective option,cbk,24
cbk91737,Electives,cbk,24
cbk91738,Electives,cbk,12
cbk91739,Extension choice (Interaction Design),cbk,24
cbk91743,Cyber Security choice,cbk,24
cbk91744,Cyber Security choice,cbk,12
cbk91745,Cyber Security choice,cbk,18
cbk91747,Cyber Security Engineering choice,cbk,18
cbk91787,Structural Engineering core,cbk,12
cbk91788,Civil Engineering core,cbk,12
cbk91789,Geotechnical Engineering core,cbk,12
cbk91823,Stream choice (Information Systems),cbk,24
cbk91824,Choice (Complex Systems),cbk,12
cbk91849,Configurable Choice 1,cbk,24
cbk91850,Professional-focused choice,cbk,48
cbk91854,Configurable Choice 2,cbk,24
cbk91868,Communities of Practice-focused choice,cbk,24
cbk91869,Scientific Thinking choice,cbk,24
cbk91870,Technology-focused choice,cbk,24
cbk91873,Electrical Energy Systems choice,cbk,18
cbk91881,Leading Learning and Innovation choice,cbk,6
maj02082,Business Information Systems,maj,
maj02083,Internetworking,maj,
maj02084,Data Analytics,maj,
maj02085,Interactive Media,maj,
maj02087,Business Information Systems,maj,
maj02088,Internetworking,maj,
maj02089,Data Analytics,maj,
maj02090,Interactive Media,maj,
maj02091,Software Development,maj,
maj02093,Cyber Security,maj,
maj02094,Cyber Security,maj,
maj03476,Biomedical Engineering,maj,42
maj03477,Civil Engineering,maj,42
maj03478,Geotechnical Engineering,maj,42
maj03479,Structural Engineering,maj,42
maj03481,Computer Control Engineering,maj,42
maj03482,Environmental Engineering,maj,42
maj03484,Manufacturing Engineering and Management,maj,42
maj03485,Operations,maj,42
maj03486,Software Systems Engineering,maj,42
maj03488,Telecommunications and Electronics,maj,42
maj03489,Water Engineering,maj,42
maj03528,Cyber Security Engineering,maj,42
maj03531,Robotics,maj,42
maj03535,Electrical Energy Systems,maj,42
2086,Software Development,maj ,
smj01052,Creative Writing,smj,24
smj01053,Professional Writing,smj,24
smj02038,Information Technology,smj,24
smj08037,Operations and Supply Chain,smj,24
smj08038,Strategic Management,smj,24
smj08066,Human Resources Management,smj,24
smj08075,Engineering Management,smj,24
smj08098,Accounting Information Systems,smj,24
smj08148,International Business,smj,24
smj08153,Strategic Communication,smj,24
smj08155,Sport Management,smj,24
smj08184,Strategic Marketing,smj,24
smj08201,Marketing Research,smj,24
smj08202,Finance,smj,24
smj08207,Marketing,smj,24
smj08208,Management,smj,24
smj08209,Not-for-Profit and Social Enterprise Management,smj,24
smj08213,Event Management,smj,24
smj09035,Language other than English,smj,24
smj09037,Business Law,smj,24
smj010028,International Exchange,smj,24
smj010069,Business Information Systems,smj,24
smj010070,Internetworking,smj,24
smj010071,Data Analytics,smj,24
smj010072,Interactive Media,smj,24
smj010073,Software Development,smj,24
smj010087,Sustainable Enterprise and Responsible Management,smj,24
smj010093,Cyber Security,smj,24
smj010099,Adaptive Leadership,smj,24
smj010100,Quality Management,smj,24
smj010102,Logistics,smj,24
smj010103,Project Leadership,smj,24
smj010104,Biomedical Engineering,smj,24
smj010105,Systems Management,smj,24
smj010106,Managing Enterprises,smj,24
smj010107,Interaction Design,smj,24
smj010108,Data Analytics,smj,24
smj010109,Business Information Systems,smj,24
smj010110,Internetworking,smj,24
smj010111,Software Development,smj,24
smj010112,Cyber Security,smj,24
smj010113,Industry 4.0,smj,24
smj010115,Fostering Learning Practices,smj,24
smj010116,Leading Learning and Innovation,smj,24
smj010118,Business Administration,smj,24
smj010123,Scientific Design,smj,24
smj010148,Architecture Design,smj,24
stm90695,Core subjects,stm,24
stm90859,Project stream,stm,12
stm90867,Professional Engineering stream,stm,42
stm90868,No specified major stream,stm,42
stm90869,Biomedical Engineering core,stm,12
stm90874,Computer Control Engineering core,stm,12
stm90875,Environmental Engineering core,stm,12
